A,A_wells,A_area,B,B_wells,B_area,inter_km2,pct_of_smaller,pct_of_larger,jaccard
Strathcona Resources Ltd.,739,328898.8,Veren Inc.,664,274382.3,269866.5,98.35,82.05,80.94
Prairie Provident Resources Canada Ltd.,977,403193.9,Cardinal Energy Ltd.,844,283267.6,269664.0,95.2,66.88,64.7
Lexin Resources Ltd.,852,334562.2,Long Run Exploration Ltd.,1077,351216.8,268962.9,80.39,76.58,64.53
SanLing Energy Ltd.,1105,388237.4,Tamarack Valley Energy Ltd.,634,286414.6,268934.8,93.9,69.27,66.29
Veren Inc.,664,274382.3,Tourmaline Oil Corp.,1331,374838.5,268670.4,97.92,71.68,70.6
Cenovus Energy Inc.,5874,530534.1,Surge Energy Inc.,1509,268684.9,268662.5,99.99,50.64,50.64
Canadian Natural Resources Limited,20769,554574.5,Surge Energy Inc.,1509,268684.9,268635.6,99.98,48.44,48.44
Strathcona Resources Ltd.,739,328898.8,Canadian Oil & Gas International Inc.,454,344600.4,268165.8,81.53,77.82,66.16
Long Run Exploration Ltd.,1077,351216.8,Canadian Oil & Gas International Inc.,454,344600.4,268091.4,77.8,76.33,62.68
Imperial Oil Resources Limited,1699,479238.5,Cardinal Energy Ltd.,844,283267.6,267981.5,94.6,55.92,54.19
Canlin Energy Corporation,1376,356522.5,Canadian Oil & Gas International Inc.,454,344600.4,267348.6,77.58,74.99,61.63
ConocoPhillips Canada Resources Corp.,924,472212.7,Cardinal Energy Ltd.,844,283267.6,266946.8,94.24,56.53,54.64
Prairie Provident Resources Canada Ltd.,977,403193.9,Saturn Oil & Gas Inc.,554,282073.0,266869.4,94.61,66.19,63.78
TAQA North Ltd.,898,443236.8,Surge Energy Inc.,1509,268684.9,266119.7,99.05,60.04,59.69
Tamarack Valley Energy Ltd.,634,286414.6,Tourmaline Oil Corp.,1331,374838.5,265902.6,92.84,70.94,67.26
Imperial Oil Resources Limited,1699,479238.5,AlphaBow Energy Ltd.,1490,281555.9,265776.0,94.4,55.46,53.69
Surge Energy Inc.,1509,268684.9,Manitok Energy Inc.,482,332570.5,265763.8,98.91,79.91,79.22
Surge Energy Inc.,1509,268684.9,Prairie Provident Resources Canada Ltd.,977,403193.9,265695.9,98.89,65.9,65.41
Canlin Energy Corporation,1376,356522.5,Tamarack Valley Energy Ltd.,634,286414.6,265440.7,92.68,74.45,70.32
SanLing Energy Ltd.,1105,388237.4,Cardinal Energy Ltd.,844,283267.6,265350.1,93.67,68.35,65.33
ConocoPhillips Canada Resources Corp.,924,472212.7,Tamarack Valley Energy Ltd.,634,286414.6,265113.3,92.56,56.14,53.72
Surge Energy Inc.,1509,268684.9,Harvest Operations Corp.,2067,394311.8,264855.9,98.57,67.17,66.52
Strathcona Resources Ltd.,739,328898.8,Canlin Energy Corporation,1376,356522.5,264749.5,80.5,74.26,62.93
Obsidian Energy Ltd.,1729,323028.8,Prairie Provident Resources Canada Ltd.,977,403193.9,264430.4,81.86,65.58,57.26
Saturn Oil & Gas Inc.,554,282073.0,Manitok Energy Inc.,482,332570.5,264096.7,93.63,79.41,75.34
Whitecap Resources Inc.,613,295046.7,Long Run Exploration Ltd.,1077,351216.8,264038.1,89.49,75.18,69.08
Long Run Exploration Ltd.,1077,351216.8,Cardinal Energy Ltd.,844,283267.6,263964.2,93.19,75.16,71.24
Whitecap Resources Inc.,613,295046.7,Canlin Energy Corporation,1376,356522.5,263698.0,89.38,73.96,67.99
Harvest Operations Corp.,2067,394311.8,Veren Inc.,664,274382.3,263618.7,96.08,66.86,65.08
Baytex Energy Ltd.,999,327003.4,Vermilion Energy Inc.,321,323169.2,263426.5,81.51,80.56,68.11
Cardinal Energy Ltd.,844,283267.6,Manitok Energy Inc.,482,332570.5,263260.9,92.94,79.16,74.67
Surge Energy Inc.,1509,268684.9,Long Run Exploration Ltd.,1077,351216.8,263060.9,97.91,74.9,73.72
Baytex Energy Ltd.,999,327003.4,Saturn Oil & Gas Inc.,554,282073.0,262998.1,93.24,80.43,75.99
Imperial Oil Resources Limited,1699,479238.5,CNOOC Petroleum North America ULC,627,277977.6,262449.1,94.41,54.76,53.04
Lexin Resources Ltd.,852,334562.2,Obsidian Energy Ltd.,1729,323028.8,262201.0,81.17,78.37,66.31
Surge Energy Inc.,1509,268684.9,Tourmaline Oil Corp.,1331,374838.5,261997.5,97.51,69.9,68.67
Surge Energy Inc.,1509,268684.9,SanLing Energy Ltd.,1105,388237.4,261969.0,97.5,67.48,66.33
ConocoPhillips Canada Resources Corp.,924,472212.7,AlphaBow Energy Ltd.,1490,281555.9,261840.1,93.0,55.45,53.23
Obsidian Energy Ltd.,1729,323028.8,West Lake Energy Corp.,1130,344640.8,261582.4,80.98,75.9,64.42
Obsidian Energy Ltd.,1729,323028.8,Canlin Energy Corporation,1376,356522.5,261516.7,80.96,73.35,62.56
Whitecap Resources Inc.,613,295046.7,West Lake Energy Corp.,1130,344640.8,261201.4,88.53,75.79,69.01
Baytex Energy Ltd.,999,327003.4,Obsidian Energy Ltd.,1729,323028.8,260816.8,80.74,79.76,67.01
Blue Sky Resources Ltd.,983,376771.1,Saturn Oil & Gas Inc.,554,282073.0,260472.4,92.34,69.13,65.38
Paramount Resources Ltd.,1961,420095.3,Tamarack Valley Energy Ltd.,634,286414.6,260317.1,90.89,61.97,58.34
AlphaBow Energy Ltd.,1490,281555.9,Tourmaline Oil Corp.,1331,374838.5,260045.7,92.36,69.38,65.61
West Lake Energy Corp.,1130,344640.8,Long Run Exploration Ltd.,1077,351216.8,259983.3,75.44,74.02,59.65
Long Run Exploration Ltd.,1077,351216.8,Tamarack Valley Energy Ltd.,634,286414.6,259546.4,90.62,73.9,68.65
Paramount Resources Ltd.,1961,420095.3,Cardinal Energy Ltd.,844,283267.6,259418.0,91.58,61.75,58.43
Lexin Resources Ltd.,852,334562.2,Manitok Energy Inc.,482,332570.5,259100.7,77.91,77.44,63.5
TAQA North Ltd.,898,443236.8,CNOOC Petroleum North America ULC,627,277977.6,258732.3,93.08,58.37,55.94
Harvest Operations Corp.,2067,394311.8,CNOOC Petroleum North America ULC,627,277977.6,258702.5,93.07,65.61,62.55
SanLing Energy Ltd.,1105,388237.4,Saturn Oil & Gas Inc.,554,282073.0,258496.6,91.64,66.58,62.77
Lexin Resources Ltd.,852,334562.2,Strathcona Resources Ltd.,739,328898.8,258423.0,78.57,77.24,63.8
Blue Sky Resources Ltd.,983,376771.1,Cardinal Energy Ltd.,844,283267.6,258341.9,91.2,68.57,64.31
Prairie Provident Resources Canada Ltd.,977,403193.9,CNOOC Petroleum North America ULC,627,277977.6,258229.0,92.9,64.05,61.06
Whitecap Resources Inc.,613,295046.7,Manitok Energy Inc.,482,332570.5,258207.9,87.51,77.64,69.9
Surge Energy Inc.,1509,268684.9,Imperial Oil Resources Limited,1699,479238.5,257248.0,95.74,53.68,52.43
Baytex Energy Ltd.,999,327003.4,Cardinal Energy Ltd.,844,283267.6,256986.0,90.72,78.59,72.74
Canlin Energy Corporation,1376,356522.5,West Lake Energy Corp.,1130,344640.8,256977.9,74.56,72.08,57.85
Surge Energy Inc.,1509,268684.9,Canlin Energy Corporation,1376,356522.5,256581.3,95.5,71.97,69.6
Canadian Natural Resources Limited,20769,554574.5,Ipc Canada Ltd.,1777,256449.7,256437.1,100.0,46.24,46.24
West Lake Energy Corp.,1130,344640.8,Saturn Oil & Gas Inc.,554,282073.0,255969.2,90.75,74.27,69.04
Cenovus Energy Inc.,5874,530534.1,Suncor Energy Inc.,2060,255998.9,255824.4,99.93,48.22,48.2
Obsidian Energy Ltd.,1729,323028.8,Veren Inc.,664,274382.3,255779.3,93.22,79.18,74.87
Surge Energy Inc.,1509,268684.9,Baytex Energy Ltd.,999,327003.4,255427.3,95.07,78.11,75.07
Canadian Natural Resources Limited,20769,554574.5,NuVista Energy Ltd.,507,255357.2,255356.0,100.0,46.05,46.05
Cenovus Energy Inc.,5874,530534.1,NuVista Energy Ltd.,507,255357.2,255257.4,99.96,48.11,48.1
CNOOC Petroleum North America ULC,627,277977.6,AlphaBow Energy Ltd.,1490,281555.9,255120.3,91.78,90.61,83.81
Blue Sky Resources Ltd.,983,376771.1,Veren Inc.,664,274382.3,254775.8,92.85,67.62,64.28
Surge Energy Inc.,1509,268684.9,ConocoPhillips Canada Resources Corp.,924,472212.7,254678.0,94.79,53.93,52.38
Paramount Resources Ltd.,1961,420095.3,AlphaBow Energy Ltd.,1490,281555.9,254582.7,90.42,60.6,56.94
CNOOC Petroleum North America ULC,627,277977.6,Tourmaline Oil Corp.,1331,374838.5,254375.8,91.51,67.86,63.84
TAQA North Ltd.,898,443236.8,NuVista Energy Ltd.,507,255357.2,254370.8,99.61,57.39,57.26
Whitecap Resources Inc.,613,295046.7,Vermilion Energy Inc.,321,323169.2,254309.3,86.19,78.69,69.88
Surge Energy Inc.,1509,268684.9,Blue Sky Resources Ltd.,983,376771.1,254100.9,94.57,67.44,64.93
Suncor Energy Inc.,2060,255998.9,Imperial Oil Resources Limited,1699,479238.5,254091.9,99.26,53.02,52.81
Strathcona Resources Ltd.,739,328898.8,Vermilion Energy Inc.,321,323169.2,254004.0,78.6,77.23,63.81
NuVista Energy Ltd.,507,255357.2,Long Run Exploration Ltd.,1077,351216.8,253992.0,99.47,72.32,72.04
Tamarack Valley Energy Ltd.,634,286414.6,Manitok Energy Inc.,482,332570.5,253923.5,88.66,76.35,69.56
NuVista Energy Ltd.,507,255357.2,Canlin Energy Corporation,1376,356522.5,253685.2,99.35,71.16,70.82
Tamarack Valley Energy Ltd.,634,286414.6,Canadian Oil & Gas International Inc.,454,344600.4,253397.7,88.47,73.53,67.1
Canlin Energy Corporation,1376,356522.5,Cardinal Energy Ltd.,844,283267.6,253117.7,89.36,71.0,65.46
Cardinal Energy Ltd.,844,283267.6,Canadian Oil & Gas International Inc.,454,344600.4,252874.4,89.27,73.38,67.43
Cenovus Energy Inc.,5874,530534.1,Ipc Canada Ltd.,1777,256449.7,252813.6,98.58,47.65,47.33
Baytex Energy Ltd.,999,327003.4,Lexin Resources Ltd.,852,334562.2,252320.5,77.16,75.42,61.66
NuVista Energy Ltd.,507,255357.2,ConocoPhillips Canada Resources Corp.,924,472212.7,252177.7,98.75,53.4,53.05
NuVista Energy Ltd.,507,255357.2,Imperial Oil Resources Limited,1699,479238.5,252131.5,98.74,52.61,52.26
Baytex Energy Ltd.,999,327003.4,Tamarack Valley Energy Ltd.,634,286414.6,251711.6,87.88,76.98,69.59
Canadian Natural Resources Limited,20769,554574.5,Suncor Energy Inc.,2060,255998.9,251685.0,98.31,45.38,45.03
Vermilion Energy Inc.,321,323169.2,Canadian Oil & Gas International Inc.,454,344600.4,251587.7,77.85,73.01,60.45
Lexin Resources Ltd.,852,334562.2,Canadian Oil & Gas International Inc.,454,344600.4,251541.8,75.19,73.0,58.82
NuVista Energy Ltd.,507,255357.2,Paramount Resources Ltd.,1961,420095.3,251425.7,98.46,59.85,59.29
NuVista Energy Ltd.,507,255357.2,SanLing Energy Ltd.,1105,388237.4,251060.5,98.32,64.67,63.96
AlphaBow Energy Ltd.,1490,281555.9,Canadian Oil & Gas International Inc.,454,344600.4,250949.6,89.13,72.82,66.88
Long Run Exploration Ltd.,1077,351216.8,Saturn Oil & Gas Inc.,554,282073.0,250905.1,88.95,71.44,65.62
Strathcona Resources Ltd.,739,328898.8,Saturn Oil & Gas Inc.,554,282073.0,250507.3,88.81,76.17,69.5
Surge Energy Inc.,1509,268684.9,Paramount Resources Ltd.,1961,420095.3,250128.2,93.09,59.54,57.02
Surge Energy Inc.,1509,268684.9,Canadian Oil & Gas International Inc.,454,344600.4,249958.7,93.03,72.54,68.8
Ipc Canada Ltd.,1777,256449.7,Harvest Operations Corp.,2067,394311.8,249193.9,97.17,63.2,62.06
TAQA North Ltd.,898,443236.8,Ipc Canada Ltd.,1777,256449.7,249131.8,97.15,56.21,55.29
Canadian Oil & Gas International Inc.,454,344600.4,Saturn Oil & Gas Inc.,554,282073.0,249060.8,88.3,72.28,65.96
Paramount Resources Ltd.,1961,420095.3,CNOOC Petroleum North America ULC,627,277977.6,248558.8,89.42,59.17,55.3
NuVista Energy Ltd.,507,255357.2,Harvest Operations Corp.,2067,394311.8,248427.4,97.29,63.0,61.91
Canlin Energy Corporation,1376,356522.5,Saturn Oil & Gas Inc.,554,282073.0,248216.9,88.0,69.62,63.58
Whitecap Resources Inc.,613,295046.7,Cardinal Energy Ltd.,844,283267.6,247367.6,87.33,83.84,74.75
West Lake Energy Corp.,1130,344640.8,Cardinal Energy Ltd.,844,283267.6,247132.9,87.24,71.71,64.9
Ipc Canada Ltd.,1777,256449.7,Prairie Provident Resources Canada Ltd.,977,403193.9,247112.0,96.36,61.29,59.9
Surge Energy Inc.,1509,268684.9,West Lake Energy Corp.,1130,344640.8,246891.5,91.89,71.64,67.38
Blue Sky Resources Ltd.,983,376771.1,Tamarack Valley Energy Ltd.,634,286414.6,246771.2,86.16,65.5,59.26
Baytex Energy Ltd.,999,327003.4,AlphaBow Energy Ltd.,1490,281555.9,246478.8,87.54,75.37,68.07
Obsidian Energy Ltd.,1729,323028.8,Vermilion Energy Inc.,321,323169.2,246106.9,76.19,76.15,61.51
SanLing Energy Ltd.,1105,388237.4,Veren Inc.,664,274382.3,245919.4,89.63,63.34,59.02
Whitecap Resources Inc.,613,295046.7,Tamarack Valley Energy Ltd.,634,286414.6,245792.0,85.82,83.31,73.22
Surge Energy Inc.,1509,268684.9,Cardinal Energy Ltd.,844,283267.6,245191.4,91.26,86.56,79.93
Whitecap Resources Inc.,613,295046.7,Strathcona Resources Ltd.,739,328898.8,245179.3,83.1,74.55,64.73
Cardinal Energy Ltd.,844,283267.6,Tamarack Valley Energy Ltd.,634,286414.6,245074.1,86.52,85.57,75.5
NuVista Energy Ltd.,507,255357.2,Tourmaline Oil Corp.,1331,374838.5,245065.6,95.97,65.38,63.63
Suncor Energy Inc.,2060,255998.9,ConocoPhillips Canada Resources Corp.,924,472212.7,244872.2,95.65,51.86,50.66
AlphaBow Energy Ltd.,1490,281555.9,Tamarack Valley Energy Ltd.,634,286414.6,244559.3,86.86,85.39,75.62
Prairie Provident Resources Canada Ltd.,977,403193.9,Veren Inc.,664,274382.3,243379.7,88.7,60.36,56.05
Lexin Resources Ltd.,852,334562.2,Whitecap Resources Inc.,613,295046.7,243158.0,82.41,72.68,62.92
Baytex Energy Ltd.,999,327003.4,Veren Inc.,664,274382.3,242836.9,88.5,74.26,67.73
CNOOC Petroleum North America ULC,627,277977.6,Canadian Oil & Gas International Inc.,454,344600.4,242653.3,87.29,70.42,63.87
Lexin Resources Ltd.,852,334562.2,West Lake Energy Corp.,1130,344640.8,242572.3,72.5,70.38,55.56
Cenovus Energy Inc.,5874,530534.1,Sinopec Canada Energy Ltd.,429,242470.3,242470.3,100.0,45.7,45.7
Canadian Natural Resources Limited,20769,554574.5,Sinopec Canada Energy Ltd.,429,242470.3,242470.3,100.0,43.72,43.72
Obsidian Energy Ltd.,1729,323028.8,Saturn Oil & Gas Inc.,554,282073.0,242427.3,85.94,75.05,66.84
Sinopec Canada Energy Ltd.,429,242470.3,ConocoPhillips Canada Resources Corp.,924,472212.7,242354.4,99.95,51.32,51.31
Obsidian Energy Ltd.,1729,323028.8,Canadian Oil & Gas International Inc.,454,344600.4,242298.8,75.01,70.31,56.97
Imperial Oil Resources Limited,1699,479238.5,Sinopec Canada Energy Ltd.,429,242470.3,242027.1,99.82,50.5,50.46
Veren Inc.,664,274382.3,Manitok Energy Inc.,482,332570.5,241979.1,88.19,72.76,66.3
SanLing Energy Ltd.,1105,388237.4,AlphaBow Energy Ltd.,1490,281555.9,241817.6,85.89,62.29,56.5
West Lake Energy Corp.,1130,344640.8,Veren Inc.,664,274382.3,241141.5,87.89,69.97,63.81
TAQA North Ltd.,898,443236.8,Sinopec Canada Energy Ltd.,429,242470.3,240742.4,99.29,54.31,54.1
Vermilion Energy Inc.,321,323169.2,Tamarack Valley Energy Ltd.,634,286414.6,240623.5,84.01,74.46,65.22
Long Run Exploration Ltd.,1077,351216.8,Sinopec Canada Energy Ltd.,429,242470.3,240339.1,99.12,68.43,68.02
Paramount Resources Ltd.,1961,420095.3,Sinopec Canada Energy Ltd.,429,242470.3,239886.6,98.93,57.1,56.75
Vermilion Energy Inc.,321,323169.2,West Lake Energy Corp.,1130,344640.8,239479.2,74.1,69.49,55.91
Long Run Exploration Ltd.,1077,351216.8,Veren Inc.,664,274382.3,238874.5,87.06,68.01,61.77
Long Run Exploration Ltd.,1077,351216.8,AlphaBow Energy Ltd.,1490,281555.9,237731.3,84.43,67.69,60.18
Baytex Energy Ltd.,999,327003.4,CNOOC Petroleum North America ULC,627,277977.6,236909.7,85.23,72.45,64.37
AlphaBow Energy Ltd.,1490,281555.9,Manitok Energy Inc.,482,332570.5,236814.1,84.11,71.21,62.76
Cenovus Energy Inc.,5874,530534.1,Sequoia Resources Corp.,816,236179.8,236179.8,100.0,44.52,44.52
Canadian Natural Resources Limited,20769,554574.5,Sequoia Resources Corp.,816,236179.8,236179.8,100.0,42.59,42.59
ConocoPhillips Canada Resources Corp.,924,472212.7,Sequoia Resources Corp.,816,236179.8,236179.8,100.0,50.02,50.02
Sinopec Canada Energy Ltd.,429,242470.3,SanLing Energy Ltd.,1105,388237.4,236006.3,97.33,60.79,59.79
Imperial Oil Resources Limited,1699,479238.5,Sequoia Resources Corp.,816,236179.8,235904.2,99.88,49.22,49.2
Strathcona Resources Ltd.,739,328898.8,Sinopec Canada Energy Ltd.,429,242470.3,234443.3,96.69,71.28,69.58
West Lake Energy Corp.,1130,344640.8,CNOOC Petroleum North America ULC,627,277977.6,234231.9,84.26,67.96,60.31
Ipc Canada Ltd.,1777,256449.7,Tourmaline Oil Corp.,1331,374838.5,233792.5,91.17,62.37,58.82
West Lake Energy Corp.,1130,344640.8,Tamarack Valley Energy Ltd.,634,286414.6,233391.1,81.49,67.72,58.69
AlphaBow Energy Ltd.,1490,281555.9,Cardinal Energy Ltd.,844,283267.6,233326.4,82.87,82.37,70.39
Blue Sky Resources Ltd.,983,376771.1,AlphaBow Energy Ltd.,1490,281555.9,233109.3,82.79,61.87,54.82
Surge Energy Inc.,1509,268684.9,Tamarack Valley Energy Ltd.,634,286414.6,232990.7,86.72,81.35,72.33
Canlin Energy Corporation,1376,356522.5,Sinopec Canada Energy Ltd.,429,242470.3,232797.0,96.01,65.3,63.57
Canlin Energy Corporation,1376,356522.5,AlphaBow Energy Ltd.,1490,281555.9,232639.1,82.63,65.25,57.38
Canlin Energy Corporation,1376,356522.5,Veren Inc.,664,274382.3,232523.0,84.74,65.22,58.37
Surge Energy Inc.,1509,268684.9,Whitecap Resources Inc.,613,295046.7,232410.3,86.5,78.77,70.15
Ipc Canada Ltd.,1777,256449.7,Imperial Oil Resources Limited,1699,479238.5,232386.8,90.62,48.49,46.17
Vermilion Energy Inc.,321,323169.2,Saturn Oil & Gas Inc.,554,282073.0,232188.1,82.31,71.85,62.24
Sinopec Canada Energy Ltd.,429,242470.3,Tourmaline Oil Corp.,1331,374838.5,232114.4,95.73,61.92,60.26
Vermilion Energy Inc.,321,323169.2,NuVista Energy Ltd.,507,255357.2,230952.9,90.44,71.47,66.45
West Lake Energy Corp.,1130,344640.8,AlphaBow Energy Ltd.,1490,281555.9,230943.9,82.02,67.01,58.43
West Lake Energy Corp.,1130,344640.8,Sequoia Resources Corp.,816,236179.8,230364.9,97.54,66.84,65.73
Whitecap Resources Inc.,613,295046.7,Obsidian Energy Ltd.,1729,323028.8,230312.3,78.06,71.3,59.4
Blue Sky Resources Ltd.,983,376771.1,CNOOC Petroleum North America ULC,627,277977.6,230310.9,82.85,61.13,54.26
NuVista Energy Ltd.,507,255357.2,Manitok Energy Inc.,482,332570.5,230188.4,90.14,69.21,64.35
Paramount Resources Ltd.,1961,420095.3,Sequoia Resources Corp.,816,236179.8,230166.9,97.45,54.79,54.02
Vermilion Energy Inc.,321,323169.2,Veren Inc.,664,274382.3,230096.4,83.86,71.2,62.62
Blue Sky Resources Ltd.,983,376771.1,Sinopec Canada Energy Ltd.,429,242470.3,230082.4,94.89,61.07,59.12
Blue Sky Resources Ltd.,983,376771.1,NuVista Energy Ltd.,507,255357.2,230028.9,90.08,61.05,57.21
Ipc Canada Ltd.,1777,256449.7,SanLing Energy Ltd.,1105,388237.4,229689.2,89.57,59.16,55.35
Strathcona Resources Ltd.,739,328898.8,NuVista Energy Ltd.,507,255357.2,229292.7,89.79,69.72,64.6
Ipc Canada Ltd.,1777,256449.7,ConocoPhillips Canada Resources Corp.,924,472212.7,229217.1,89.38,48.54,45.89
Harvest Operations Corp.,2067,394311.8,Sinopec Canada Energy Ltd.,429,242470.3,228392.9,94.19,57.92,55.93
Prairie Provident Resources Canada Ltd.,977,403193.9,Sequoia Resources Corp.,816,236179.8,228184.0,96.61,56.59,55.49
Obsidian Energy Ltd.,1729,323028.8,Sinopec Canada Energy Ltd.,429,242470.3,228068.8,94.06,70.6,67.59
Surge Energy Inc.,1509,268684.9,Saturn Oil & Gas Inc.,554,282073.0,227239.6,84.57,80.56,70.24
Cardinal Energy Ltd.,844,283267.6,Saturn Oil & Gas Inc.,554,282073.0,227195.5,80.54,80.21,67.19
Veren Inc.,664,274382.3,Canadian Oil & Gas International Inc.,454,344600.4,227049.1,82.75,65.89,57.93
Whitecap Resources Inc.,613,295046.7,Saturn Oil & Gas Inc.,554,282073.0,226657.4,80.35,76.82,64.67
Ipc Canada Ltd.,1777,256449.7,Paramount Resources Ltd.,1961,420095.3,226488.0,88.32,53.91,50.32
Blue Sky Resources Ltd.,983,376771.1,Sequoia Resources Corp.,816,236179.8,226480.8,95.89,60.11,58.6
Vermilion Energy Inc.,321,323169.2,Sinopec Canada Energy Ltd.,429,242470.3,226415.1,93.38,70.06,66.74
Ipc Canada Ltd.,1777,256449.7,Manitok Energy Inc.,482,332570.5,226185.1,88.2,68.01,62.34
Surge Energy Inc.,1509,268684.9,Vermilion Energy Inc.,321,323169.2,226013.6,84.12,69.94,61.78
Vermilion Energy Inc.,321,323169.2,Cardinal Energy Ltd.,844,283267.6,225995.5,79.78,69.93,59.4
Canadian Oil & Gas International Inc.,454,344600.4,Sequoia Resources Corp.,816,236179.8,225663.9,95.55,65.49,63.55
NuVista Energy Ltd.,507,255357.2,Prairie Provident Resources Canada Ltd.,977,403193.9,225339.5,88.24,55.89,52.02
Strathcona Resources Ltd.,739,328898.8,Cardinal Energy Ltd.,844,283267.6,225287.2,79.53,68.5,58.23
Obsidian Energy Ltd.,1729,323028.8,NuVista Energy Ltd.,507,255357.2,224571.1,87.94,69.52,63.47
Lexin Resources Ltd.,852,334562.2,Saturn Oil & Gas Inc.,554,282073.0,223674.0,79.3,66.86,56.92
Canadian Natural Resources Limited,20769,554574.5,Questfire Energy Corp.,673,223552.9,223547.9,100.0,40.31,40.31
Prairie Provident Resources Canada Ltd.,977,403193.9,Questfire Energy Corp.,673,223552.9,223504.9,99.98,55.43,55.43
Cenovus Energy Inc.,5874,530534.1,Questfire Energy Corp.,673,223552.9,223118.6,99.81,42.06,42.02
TAQA North Ltd.,898,443236.8,Questfire Energy Corp.,673,223552.9,223109.1,99.8,50.34,50.29
Harvest Operations Corp.,2067,394311.8,Questfire Energy Corp.,673,223552.9,223108.0,99.8,56.58,56.52
CNOOC Petroleum North America ULC,627,277977.6,Tamarack Valley Energy Ltd.,634,286414.6,222933.6,80.2,77.84,65.29
CNOOC Petroleum North America ULC,627,277977.6,Cardinal Energy Ltd.,844,283267.6,222762.9,80.14,78.64,65.81
Whitecap Resources Inc.,613,295046.7,AlphaBow Energy Ltd.,1490,281555.9,222446.4,79.01,75.39,62.81
Veren Inc.,664,274382.3,Saturn Oil & Gas Inc.,554,282073.0,222205.8,80.98,78.78,66.48
CNOOC Petroleum North America ULC,627,277977.6,SanLing Energy Ltd.,1105,388237.4,222194.1,79.93,57.23,50.04
Lexin Resources Ltd.,852,334562.2,Veren Inc.,664,274382.3,222161.9,80.97,66.4,57.44
Sinopec Canada Energy Ltd.,429,242470.3,Manitok Energy Inc.,482,332570.5,222082.4,91.59,66.78,62.92
Sinopec Canada Energy Ltd.,429,242470.3,Veren Inc.,664,274382.3,222058.6,91.58,80.93,75.33
Suncor Energy Inc.,2060,255998.9,Paramount Resources Ltd.,1961,420095.3,221989.0,86.71,52.84,48.88
Baytex Energy Ltd.,999,327003.4,Ipc Canada Ltd.,1777,256449.7,221967.8,86.55,67.88,61.4
Baytex Energy Ltd.,999,327003.4,NuVista Energy Ltd.,507,255357.2,221395.1,86.7,67.7,61.33
Blue Sky Resources Ltd.,983,376771.1,Ipc Canada Ltd.,1777,256449.7,221305.0,86.3,58.74,53.73
CNOOC Petroleum North America ULC,627,277977.6,Manitok Energy Inc.,482,332570.5,221125.9,79.55,66.49,56.78
Strathcona Resources Ltd.,739,328898.8,Sequoia Resources Corp.,816,236179.8,220687.6,93.44,67.1,64.08
CNOOC Petroleum North America ULC,627,277977.6,Long Run Exploration Ltd.,1077,351216.8,220419.1,79.29,62.76,53.92
Canlin Energy Corporation,1376,356522.5,CNOOC Petroleum North America ULC,627,277977.6,219705.3,79.04,61.62,52.97
Tourmaline Oil Corp.,1331,374838.5,Sequoia Resources Corp.,816,236179.8,219595.2,92.98,58.58,56.1
Surge Energy Inc.,1509,268684.9,Obsidian Energy Ltd.,1729,323028.8,219423.1,81.67,67.93,58.94
Surge Energy Inc.,1509,268684.9,Strathcona Resources Ltd.,739,328898.8,219332.5,81.63,66.69,57.99
Harvest Operations Corp.,2067,394311.8,Sequoia Resources Corp.,816,236179.8,218911.2,92.69,55.52,53.19
Whitecap Resources Inc.,613,295046.7,CNOOC Petroleum North America ULC,627,277977.6,218890.2,78.74,74.19,61.81
Lexin Resources Ltd.,852,334562.2,Sinopec Canada Energy Ltd.,429,242470.3,218124.2,89.96,65.2,60.77
Ipc Canada Ltd.,1777,256449.7,Canadian Oil & Gas International Inc.,454,344600.4,217816.4,84.94,63.21,56.84
Tourmaline Oil Corp.,1331,374838.5,Questfire Energy Corp.,673,223552.9,217594.7,97.33,58.05,57.14
Obsidian Energy Ltd.,1729,323028.8,Cardinal Energy Ltd.,844,283267.6,216921.3,76.58,67.15,55.71
Questfire Energy Corp.,673,223552.9,Manitok Energy Inc.,482,332570.5,216807.2,96.98,65.19,63.9
Cenovus Energy Inc.,5874,530534.1,Spoke Resources Ltd.,547,216872.9,216693.2,99.92,40.84,40.83
Imperial Oil Resources Limited,1699,479238.5,Questfire Energy Corp.,673,223552.9,216647.7,96.91,45.21,44.56
Lexin Resources Ltd.,852,334562.2,NuVista Energy Ltd.,507,255357.2,216608.5,84.83,64.74,58.02
Canadian Natural Resources Limited,20769,554574.5,Spoke Resources Ltd.,547,216872.9,216567.0,99.86,39.05,39.03
Whitecap Resources Inc.,613,295046.7,Veren Inc.,664,274382.3,216076.5,78.75,73.23,61.15
TAQA North Ltd.,898,443236.8,Sequoia Resources Corp.,816,236179.8,215796.3,91.37,48.69,46.55
Canadian Oil & Gas International Inc.,454,344600.4,Questfire Energy Corp.,673,223552.9,215483.6,96.39,62.53,61.1
Spoke Resources Ltd.,547,216872.9,Imperial Oil Resources Limited,1699,479238.5,215007.0,99.14,44.86,44.69
Tamarack Valley Energy Ltd.,634,286414.6,Questfire Energy Corp.,673,223552.9,213903.2,95.68,74.68,72.25
AlphaBow Energy Ltd.,1490,281555.9,Questfire Energy Corp.,673,223552.9,213712.9,95.6,75.9,73.34
Ipc Canada Ltd.,1777,256449.7,Saturn Oil & Gas Inc.,554,282073.0,213676.6,83.32,75.75,65.78
Strathcona Resources Ltd.,739,328898.8,Tamarack Valley Energy Ltd.,634,286414.6,213541.9,74.56,64.93,53.15
